"title","tenant","room","Date","Created Date","isPaid","amount","Paidat","receipturl","invoiceid","ID","invoiceurl","property","tenancy","type","Accountid","Productid","referenceid","Bukku_invoice_id","Updated Date","Owner","client"
"December - Meridin Bayvue B1-10-05 Small Room - Rental Income","b289310f-025d-4796-8817-0feed76fe1da","84423429-0db5-4c6f-8dfb-cee329ae1dfb",2025-12-01T00:00:00Z,2025-10-28T04:00:23Z,true,600,2025-11-25T13:25:52Z,"https://colivingmanagement.bukku.my/l/dIhZvQJOc6","IV-02093","1f2c4377-ff05-4135-88f3-9b591c5f30bb","https://colivingmanagement.bukku.my/l/aFwFopMbAE","beaf7c8c-e161-4e8f-b30e-376c0d94be25","37c2e57c-15b1-4971-b727-5e39f8e62664","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mielybie",9524,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"December - Meridin Bayvue B1-10-05 Master Room - Rental Income","acd1c031-63a5-49e7-b384-14f2a60afae0","7e68c424-aa3d-4ef6-bdd2-b6e4b0b621f6",2025-12-01T04:00:00Z,2025-10-30T04:17:59Z,true,800,2025-12-01T09:40:06Z,"https://colivingmanagement.bukku.my/l/aGyxLWa6Ri","IV-02446","1f3965e4-0504-41a6-b8a8-8d7cf710a9a1","https://colivingmanagement.bukku.my/l/cYo05fgWUa","beaf7c8c-e161-4e8f-b30e-376c0d94be25","26e78ff1-68a4-43bc-a855-7516a19b4c64","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mimyhnti",10215,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"Mar 2026 - Aliff Residences B-13-07 Standard Room - Rental Income","b5f5fc33-0561-4de0-8748-2a6ba853d150","2e296b44-c922-40cf-a3d9-e756cff640b1",2026-03-01T00:00:00Z,2026-02-09T14:04:55Z,,650,,,"IV-02722","1fc53635-b1d2-48bd-a956-380e4fc9c56d","https://colivingmanagement.bukku.my/l/dDU7sM3QH-","31e9f13e-8494-4000-bee6-85306326a98a","fc1dd5d2-aaf8-4c77-8376-fe9eb1ebc55b","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mlnkagfb",10717,2026-02-19T08:59:02Z,"4603e922-975d-4dea-a482-3cce8a0e1539","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"October 2025 - Rental Income","703db0c7-8469-4966-9729-c8e4eefc6c5b","d70434ff-a76a-481d-94e4-7e0ae7db7f14",2025-10-01T00:00:00Z,2025-09-14T15:20:09Z,true,800,,"https://colivingmanagement.bukku.my/l/bbF8hKNfXn","IV-00810","2038e986-ba6c-4b41-abeb-c2043c16b718","https://colivingmanagement.bukku.my/l/aUj04KNp7o","5981792a-cba0-4215-b391-e6c352f3f3bb","3af59c7b-baa5-4714-ba9f-66cd542bf126","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mg3u9qoj",6621,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"Sep 2026 - Aliff Residences B-13-07 Balcony Room - Rental Income","75ba6573-100f-4c38-b96e-3a373fb01297","c75e4df9-f851-4a31-a97c-d85f591b741d",2026-09-01T00:00:00Z,2026-02-04T10:45:47Z,,650,,,"IV-02707","2131c421-5014-47e5-8c96-d1151412746b","https://colivingmanagement.bukku.my/l/dg-XLDUnuP","31e9f13e-8494-4000-bee6-85306326a98a","5c115105-8f6e-43d3-b848-c33628b1692f","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,10674,2026-02-19T08:59:02Z,"4603e922-975d-4dea-a482-3cce8a0e1539","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"December 2025 - Rental Income","9ad27e8b-7145-4220-bd3b-0ba20f39b50b","f69bbff1-158d-4eea-b333-036242a6a9c3",2025-12-01T00:00:00Z,2025-09-14T15:19:58Z,true,600,2025-11-29T09:33:36Z,"https://colivingmanagement.bukku.my/l/aoA84xAn_B","IV-00802","2248e246-d700-4a66-988f-ed9e25c705ce","https://colivingmanagement.bukku.my/l/cG46ENOE0w","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","02ee7674-40f8-47ca-baf6-55090dd79812","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mik3e828",6613,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"Feb 2026 -  - Deposit","tenant_5otw6y2n",,2026-02-01T11:37:24Z,2026-02-01T11:37:27Z,,800,,,,"22a403e2-48c4-40d5-889a-70825fd39ed2",,,"6e8b749c-402c-4d52-97a6-4c3d4654dafa","d3f72d51-c791-4ef0-aeec-3ed1134e5c86",52,2,,,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"August 2026 - Rental Income","2f4cab78-a2d6-4450-bfbe-34498457861b","7d9bce87-7336-456c-b6ba-1819303bfb35",2026-08-01T04:00:00Z,2025-12-28T13:59:37Z,,1500,,,"IV-01059","23a80769-2837-4134-a585-0bcc494113a3","https://colivingmanagement.bukku.my/l/cjOjqvAy6J","ab2f9b6a-402a-4593-a939-f306dc976067","be871d4a-6d99-4454-930b-986016d9565e","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,6870,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"February 2026 - Rental Income","505cbb9a-adba-4f14-85e8-49b5401d4bf4","d1f5d149-9be5-4d99-902e-6919a4901563",2026-02-01T00:00:00Z,2025-09-14T15:20:23Z,true,1200,2026-02-04T00:51:45Z,"https://colivingmanagement.bukku.my/l/dDmjgyF0JB","IV-01090","23fc6b64-2549-4eaa-96ac-1345e7480f03","https://colivingmanagement.bukku.my/l/cJxel5aPiP","ab2f9b6a-402a-4593-a939-f306dc976067","572cfbb8-56e9-4ceb-a011-559fe34ccc5f","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-ml7b9uaa",6901,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"April - Meridin Bayvue B1-10-05 Master Room - Rental Income","acd1c031-63a5-49e7-b384-14f2a60afae0","7e68c424-aa3d-4ef6-bdd2-b6e4b0b621f6",2026-04-01T04:00:00Z,2025-10-30T04:17:59Z,,800,,,"IV-02461","2423f1b5-b588-44c6-b32a-08179d32bee8","https://colivingmanagement.bukku.my/l/d1Q4acx2X5","beaf7c8c-e161-4e8f-b30e-376c0d94be25","26e78ff1-68a4-43bc-a855-7516a19b4c64","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,10236,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"Jul 2026 - Aliff Residences B-13-07 Standard Room - Rental Income","b5f5fc33-0561-4de0-8748-2a6ba853d150","2e296b44-c922-40cf-a3d9-e756cff640b1",2026-07-01T00:00:00Z,2026-02-09T14:04:55Z,,650,,,"IV-02726","249312cf-4cc0-4ded-9bf6-b85b4cbb89f9","https://colivingmanagement.bukku.my/l/cTwQaDU58j","31e9f13e-8494-4000-bee6-85306326a98a","fc1dd5d2-aaf8-4c77-8376-fe9eb1ebc55b","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,10721,2026-02-19T08:59:02Z,"4603e922-975d-4dea-a482-3cce8a0e1539","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"March 2026 - Rental Income","25be20ab-a0de-442a-b6d0-1325de31baab","063b8e70-666f-403b-8395-2e352a4faa90",2026-03-01T00:00:00Z,2025-09-14T15:20:02Z,,700,,,"IV-00878","24fe8847-4c80-4e4f-93ec-7145bf4c4f48","https://colivingmanagement.bukku.my/l/c8lVupe3eK","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","5f495542-1482-47eb-8acb-15ab99274ede","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,6689,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"January 2026 - Rental Income","a76da61b-df1c-4049-a366-d72dcf064df5","f3335a57-a272-4c8d-b063-915c0ebc4d2c",2026-01-01T00:00:00Z,2025-09-14T15:20:14Z,true,600,2026-01-01T15:41:24Z,"https://colivingmanagement.bukku.my/l/d7gocKkWy9","IV-00897","251edfc1-9e5d-431d-926b-bea83e46d88a","https://colivingmanagement.bukku.my/l/bjkJ9scCZm","c0fba2d6-05e0-4b27-9cb7-a281e6430ac9","b26d3537-4e8a-47d1-b128-4976f7dd4910","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mjvm2iz0",6708,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"March 2026 - Rental Income","f40561f0-1f5c-4629-8caf-5ab61940a840","4e7e0462-acce-4c7b-a921-7101a46f0399",2026-03-01T00:00:00Z,2025-09-14T15:20:19Z,true,1500,2026-02-27T15:55:03Z,,"IV-00958","25530fe8-5dec-4bb4-ad14-23cdcb4a89c2","https://colivingmanagement.bukku.my/l/dXHPFqLNoG","1119da1b-7b56-4b65-9ca1-800757e29764","643b2a2d-d432-4dd2-beb2-a4cef1cfada7","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mm52ohmb",6769,2026-02-27T15:55:03Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"March - Paragon Suite B-23-07 Master Room 1 - Rental Income","262a8a16-7d04-4000-8663-24d7e3e67ee2","583cf0e4-10eb-478b-be74-d78a7be5571a",2026-03-01T04:00:00Z,2025-09-23T03:02:42Z,,1600,,,"IV-01252","261fda82-d772-429d-a734-f0fe8aa8c9e3","https://colivingmanagement.bukku.my/l/dk-vqF2zS4","52890ac5-9a4d-40d0-80d2-2bbb8d13709b","3376615e-adfe-4d4e-b462-2c421a9f4d68","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,7162,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"July 2027 - Rental Income","2bd12606-e435-4679-a34f-8f928229309c","24dff256-86c4-4fbf-8ad1-9027dd044b38",2027-07-01T00:00:00Z,2025-09-14T15:20:28Z,,2400,,,"IV-01081","27367998-a8a2-47ad-b4a8-f2960a6dd5be","https://colivingmanagement.bukku.my/l/dPFM_HMuXF","f18c6f5a-eccf-4af8-9334-721d98013a6d","b3d7164c-e69e-4992-8b83-cc6df81b610f","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,6892,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"November - Meridin Bayvue B2-19-12 Balcony Room - Rental Income","8e0fc272-7380-452f-840f-55178597e795","23c94dd3-f56c-4065-a495-f010e16690d8",2025-11-01T04:00:00Z,2025-09-30T01:27:51Z,true,600,2025-10-30T15:10:27Z,"https://colivingmanagement.bukku.my/l/dJ0dRTlyrp","IV-01540","27671b2e-1546-4012-9303-ed5f1e62df86","https://colivingmanagement.bukku.my/l/bN19JPlLkz","4155d4f3-9438-448a-8c5e-d49dd1272646","1b12f21b-bca4-40cd-8e5a-28399a6f7af4","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mhdk88hj",7659,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"November - Paragon Suite B-23-07 Master Room 1 - Rental Income","262a8a16-7d04-4000-8663-24d7e3e67ee2","583cf0e4-10eb-478b-be74-d78a7be5571a",2025-11-01T04:00:00Z,2025-09-23T03:02:42Z,true,1600,2025-11-04T03:09:11Z,"https://colivingmanagement.bukku.my/l/b2NZPN0Qwm","IV-01248","278ab389-824c-45e9-a90f-d70a4e310a62","https://colivingmanagement.bukku.my/l/dNlbR8AcoI","52890ac5-9a4d-40d0-80d2-2bbb8d13709b","3376615e-adfe-4d4e-b462-2c421a9f4d68","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mhjzojl2",7158,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"June - Paragon Suite B-23-07 Master Room 1 - Rental Income","262a8a16-7d04-4000-8663-24d7e3e67ee2","583cf0e4-10eb-478b-be74-d78a7be5571a",2026-06-01T04:00:00Z,2025-09-23T03:02:42Z,,1600,,,"IV-01255","279bfecc-073b-4a83-bed1-dc989214f485","https://colivingmanagement.bukku.my/l/dbJLZJHo7v","52890ac5-9a4d-40d0-80d2-2bbb8d13709b","3376615e-adfe-4d4e-b462-2c421a9f4d68","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,7165,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"December - Paragon Suite A-29-05 Small Room - Rental Income","4d2834cf-8c4a-4eb8-be1e-628d05f660d4","1dd25e1b-ec08-4bfb-981a-47eb98f21d73",2025-12-01T00:00:00Z,2025-11-03T01:33:16Z,true,500,2025-12-04T12:20:06Z,"https://colivingmanagement.bukku.my/l/acnMLXlXzf","IV-02151","297b5b24-f79c-47a4-96c0-6d841004f5e7","https://colivingmanagement.bukku.my/l/bcX8whoVX8","5981792a-cba0-4215-b391-e6c352f3f3bb","5f9cd58d-1dad-46ec-802b-cfd37e7a1387","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mirekveg",9654,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"December - Meridin Bayvue B2-19-12 Balcony Room - Rental Income","8e0fc272-7380-452f-840f-55178597e795","23c94dd3-f56c-4065-a495-f010e16690d8",2025-12-01T04:00:00Z,2025-09-30T01:27:51Z,true,600,2025-12-09T13:34:37Z,"https://colivingmanagement.bukku.my/l/dVmrzFxgFB","IV-01541","298bee4c-43e2-443e-8d17-b5fec53b1b60","https://colivingmanagement.bukku.my/l/dmEGljUtZm","4155d4f3-9438-448a-8c5e-d49dd1272646","1b12f21b-bca4-40cd-8e5a-28399a6f7af4","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-miymfio6",7660,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"October - Meridin Bayvue B1-10-05 Small Room - Deposit","b289310f-025d-4796-8817-0feed76fe1da","84423429-0db5-4c6f-8dfb-cee329ae1dfb",2025-10-27T16:00:00Z,2025-10-28T04:00:23Z,true,600,2025-10-28T05:45:34Z,"https://colivingmanagement.bukku.my/l/a8kZJi549h","IV-02090","29ad92c3-14f2-47d4-b16a-409524948fb2","https://colivingmanagement.bukku.my/l/dJrHESFrvP","beaf7c8c-e161-4e8f-b30e-376c0d94be25","37c2e57c-15b1-4971-b727-5e39f8e62664","d3f72d51-c791-4ef0-aeec-3ed1134e5c86",52,2,"RC-mha55ls2",9521,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"March 2026 - Rental Income","87fe12fb-33ee-4f33-8f11-59b2769aa65a","63f2ec9f-5a91-4c3d-9ce0-642c83a0054f",2026-03-01T00:00:00Z,2025-09-14T15:19:58Z,true,600,2026-02-26T00:30:15Z,,"IV-00854","29e0e782-050a-4c3d-9c7d-c621e265e5af","https://colivingmanagement.bukku.my/l/dNRi3RepJB","beaf7c8c-e161-4e8f-b30e-376c0d94be25","7e4b2adb-d74d-4736-b76c-0abe81555942","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mm2q6zu0",6665,2026-02-26T00:30:15Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"September 2026 - Rental Income","2f4cab78-a2d6-4450-bfbe-34498457861b","7d9bce87-7336-456c-b6ba-1819303bfb35",2026-09-01T04:00:00Z,2025-12-28T13:59:38Z,,1500,,,"IV-01064","2a1f142c-1c19-40e5-b332-8d85187b0693","https://colivingmanagement.bukku.my/l/cUirEQmtHD","ab2f9b6a-402a-4593-a939-f306dc976067","be871d4a-6d99-4454-930b-986016d9565e","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,6875,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"November 2025 - Rental Income","6999ed99-0d49-4435-b414-95a290a0226a","f8f25f5e-97df-4ee9-a6e8-4c231895a3ce",2025-11-01T00:00:00Z,2025-09-14T15:20:22Z,true,700,2025-11-01T08:40:16Z,"https://colivingmanagement.bukku.my/l/aWILxRm83H","IV-00882","2a2039fe-f6b5-4e29-9ba5-6f8b86f93d04","https://colivingmanagement.bukku.my/l/c0Ju3OVYJF","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e","248bd52b-6a95-49ab-9f46-a1554067f8c3","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mhg15gtk",6693,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"October 2025 - Rental Income","6999ed99-0d49-4435-b414-95a290a0226a","f8f25f5e-97df-4ee9-a6e8-4c231895a3ce",2025-10-01T00:00:00Z,2025-09-14T15:20:22Z,true,700,2025-09-30T14:58:46Z,"https://colivingmanagement.bukku.my/l/cq-4kPdWF7","IV-00861","2a6c338b-44bd-4ae2-a396-4d51c83c85a8","https://colivingmanagement.bukku.my/l/dgx45yihet","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e","248bd52b-6a95-49ab-9f46-a1554067f8c3","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mg6ojwhw",6672,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"August - Meridin Bayvue B2-19-12 Standard Room - Rental Income","0e88a760-7a70-4e6d-87a9-f6cbd9a3d405","2de68ab4-ff54-4be0-aaea-ae6ca81eb6a4",2026-08-01T04:00:00Z,2025-12-24T03:30:47Z,,600,,,"IV-02506","2b11e070-b651-4c95-9cc1-36fbd712f121","https://colivingmanagement.bukku.my/l/dU8vtSpDZU","4155d4f3-9438-448a-8c5e-d49dd1272646","f57ede7f-8ea6-4f04-891d-e5cc05a99719","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,10308,2026-02-19T08:59:02Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"February 2026 - Rental Income","703db0c7-8469-4966-9729-c8e4eefc6c5b","d70434ff-a76a-481d-94e4-7e0ae7db7f14",2026-02-01T00:00:00Z,2025-09-14T15:20:09Z,true,800,2026-01-28T06:19:47Z,"https://colivingmanagement.bukku.my/l/c2mCxapItT","IV-00896","2b16d34a-587a-4eb1-bb60-84b6e7a80745","https://colivingmanagement.bukku.my/l/cofHcUPAQR","5981792a-cba0-4215-b391-e6c352f3f3bb","3af59c7b-baa5-4714-ba9f-66cd542bf126","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mkxmubuz",6707,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"January 2026 - Rental Income","ef8f0650-f7c5-4666-a224-91f67eba8872","f8dbb89a-a49c-44e0-944a-5665241eafd7",2026-01-01T00:00:00Z,2025-09-14T15:19:54Z,true,700,2026-01-02T14:00:42Z,"https://colivingmanagement.bukku.my/l/cTGRwfWcUs","IV-00795","2b93f5db-a9a8-450b-94e3-ffbd9e2bf59d","https://colivingmanagement.bukku.my/l/aIz9sggwQ6","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","9a4c5001-77e7-4b61-a38e-ea1df717602a","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mjwxxzrj",6606,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"December - Tri Tower A-18-03 Balcony Room - Owner Comission","5514b813-b6b1-4289-95af-0591dbb82bcd","b0750e3c-4615-4b18-912d-05325a97ea34",2025-12-31T16:00:00Z,2025-12-02T08:16:25Z,true,1283,,,"IV-02487","2c85284b-6ff5-4bf6-97fd-0a7b3a29cebb","https://colivingmanagement.bukku.my/l/aw0OuIvtkZ","1119da1b-7b56-4b65-9ca1-800757e29764","00a16fdb-fb79-4a4b-b9ca-6addd64b04ff","86da59c0-992c-4e40-8efd-9d6d793eaf6a",64,11,,10277,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"May 2026 - Meridin Bayvue B1-20-03a Standard Room - Rental Income","eddfc352-8393-4744-ab27-f6de7b5419dd","c4a2aaa8-5d71-47e2-b3d9-452a3c56bb9c",2026-05-01T04:00:00Z,2026-01-03T11:04:39Z,,600,,,"IV-02568","2cad6e03-b3f8-42b1-ab4d-c2f4a95c3ce4","https://colivingmanagement.bukku.my/l/cL9Ol72kPw","3faf9896-9e64-4092-93ec-603e692bae24","584438bc-5bd8-4d23-b814-0d6a89784f9f","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,10412,2026-02-19T08:59:02Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"February 2026 - Rental Income","7f55a518-1973-4412-a129-bc749b929276","174ef75f-fa07-4bf0-bb88-f743339a50bf",2026-02-01T00:00:00Z,2025-09-14T15:19:57Z,true,600,2026-02-01T04:44:01Z,"https://colivingmanagement.bukku.my/l/aNBXu6RKpQ","IV-00831","2d2dc2d8-cf12-4dd8-a62d-49539c7522e5","https://colivingmanagement.bukku.my/l/bIe1xVnjFH","3faf9896-9e64-4092-93ec-603e692bae24","f07d1385-577c-4641-b042-7236ed82a58f","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-ml399izp",6642,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"November - Meridin Bayvue B1-07-13a Master Room - Rental Income","388b9a8c-7a80-434f-8119-6b4d80b26978","69f6eb67-6a67-496d-8901-8a0b0e03a0ab",2025-11-01T00:00:00Z,2025-10-26T11:42:32Z,true,1100,2025-10-31T15:10:06Z,"https://colivingmanagement.bukku.my/l/dnHrjnZVvL","IV-02059","2e0b047e-1fc7-4dc1-8452-81c3f11b13f8","https://colivingmanagement.bukku.my/l/dYWAcIDyoR","c0fba2d6-05e0-4b27-9cb7-a281e6430ac9","0d961896-ca8c-4815-943c-8a81ebc44c1a","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mhezmpwb",9484,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"October 2025 - Rental Income","9ad27e8b-7145-4220-bd3b-0ba20f39b50b","f69bbff1-158d-4eea-b333-036242a6a9c3",2025-10-01T00:00:00Z,2025-09-14T15:19:58Z,true,600,,"https://colivingmanagement.bukku.my/l/cSVd-ZpkgU","IV-00774","2e5356c1-5c82-468c-9e68-21376e8e5810","https://colivingmanagement.bukku.my/l/dqPg9zbNJ5","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","02ee7674-40f8-47ca-baf6-55090dd79812","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,"RC-mg4r4fq9",6585,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"Sep 2026 - Meridin Bayvue B1-22-09 Small Room - Rental Income","d0714604-bd16-4a15-be55-ba4710365a7b","aac82a5e-a744-4aa0-b820-68fbba9f3853",2026-09-01T00:00:00Z,2025-12-30T03:36:05Z,,600,,,"IV-02543","2e5709fb-d144-41f7-aa86-9e11e107d760","https://colivingmanagement.bukku.my/l/cbHaVaqQSR","2cf0712d-2d16-4843-b80e-a2b438b20421","007309b7-1086-430f-bc4b-bcb7c005224a","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,10366,2026-02-19T08:59:02Z,"4603e922-975d-4dea-a482-3cce8a0e1539","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"April 2026 - Rental Income","7f55a518-1973-4412-a129-bc749b929276","174ef75f-fa07-4bf0-bb88-f743339a50bf",2026-04-01T00:00:00Z,2025-09-14T15:19:57Z,,600,,,"IV-00869","2ec96b77-ad4f-4f90-ad63-1a4e75f33e3b","https://colivingmanagement.bukku.my/l/aWfm7KeWJr","3faf9896-9e64-4092-93ec-603e692bae24","f07d1385-577c-4641-b042-7236ed82a58f","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,6680,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"July - Meridin Bayvue B1-10-05 Master Room - Rental Income","acd1c031-63a5-49e7-b384-14f2a60afae0","7e68c424-aa3d-4ef6-bdd2-b6e4b0b621f6",2026-07-01T04:00:00Z,2025-10-30T04:17:59Z,,800,,,"IV-02470","2eccc22b-9c6f-4b30-ab5b-36c3422b7244","https://colivingmanagement.bukku.my/l/bB5A8gUIUG","beaf7c8c-e161-4e8f-b30e-376c0d94be25","26e78ff1-68a4-43bc-a855-7516a19b4c64","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,10245,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
"May 2026 - Rental Income","2f4cab78-a2d6-4450-bfbe-34498457861b","7d9bce87-7336-456c-b6ba-1819303bfb35",2026-05-01T04:00:00Z,2025-12-28T13:59:35Z,,1500,,,"IV-01034","2ed4da59-069a-4624-b59b-57f120c8d48b","https://colivingmanagement.bukku.my/l/amarA8K9rT","ab2f9b6a-402a-4593-a939-f306dc976067","be871d4a-6d99-4454-930b-986016d9565e","cf4141b1-c24e-4fc1-930e-cfea4329b178",53,1,,6845,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","817f6510-47ac-4f8f-9828-d2fd91cb406f"
